filepath,disease,severity,label_10
IBK\Stage3\1113_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1128_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1134_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\115_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1162_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1181_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1190_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1193_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1198_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1212_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1237_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1247_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1256_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\126_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1297_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\132_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\139_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1423_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\142_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1435_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1453_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\145_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\147_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1508_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1751_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1784_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1803_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\1960_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2028_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2059_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2466_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2642_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2661_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2666_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2672_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2684_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2690_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2692_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2709_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2712_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2721_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2722_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2723_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2739_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2746_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2748_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2749_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2752_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2753_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2773_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2774_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2779_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2786_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2788_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2792_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2805_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2807_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2815_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2816_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2817_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2818_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2821_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2825_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2827_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2831_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2839_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2845_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2860_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2876_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2883_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2894_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2905_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2922_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2926_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2929_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2939_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2941_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2947_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2955_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2959_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2961_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2964_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2968_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2972_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2980_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2982_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2983_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2984_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2986_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2988_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2990_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\2994_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3000_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3016_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3019_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3025_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3034_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3038_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3040_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3044_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\3045_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\41_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\515_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\55_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\619_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\62_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\65_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\696_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\73_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\7_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\882_ibk.jpg,ibk,3,ibk_s3
IBK\Stage3\988_ibk.jpg,ibk,3,ibk_s3
LSD\Stage1\1003_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1005_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1006_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1007_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1008_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1010_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1013_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1015_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1016_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1017_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1019_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1028_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\102_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1031_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1032_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1033_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1035_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1037_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\103_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1040_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1041_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1043_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1045_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1049_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\104_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1050_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1051_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1052_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1053_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1054_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1055_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1056_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1057_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1058_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\105_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1060_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1062_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1063_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1065_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1068_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\106_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1073_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1076_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\107_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1080_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1081_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1082_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1083_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1084_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1086_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1089_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\10_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1120_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1122_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1123_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1124_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1126_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1127_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1129_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1130_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1131_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1149_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1157_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1159_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\115_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1160_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1161_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1165_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1167_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1171_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1176_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1179_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1180_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1181_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\11_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1204_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1205_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1206_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1207_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1208_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1209_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1210_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1211_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1212_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1213_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1214_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1217_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1218_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1219_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1220_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1221_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1222_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\122_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\123_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1241_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1242_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1243_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1245_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1246_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1247_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1248_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1249_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\124_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1250_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1251_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1252_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1253_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1255_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1257_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1258_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1259_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\125_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1260_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1261_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1262_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1264_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1265_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\126_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1285_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1286_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1287_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1288_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\128_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1290_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1291_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1292_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1293_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1295_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1296_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1297_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\129_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1300_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1301_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1302_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1303_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1304_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1305_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1308_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\130_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1310_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1311_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1312_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1313_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1314_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1316_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1317_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1320_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1321_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1322_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1325_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1326_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1327_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1328_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1330_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1333_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1334_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1335_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1336_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1338_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\133_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1340_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1341_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\136_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\138_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1408_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1409_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1410_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1411_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1413_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1416_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1417_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1418_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1419_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\141_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1422_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1424_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1425_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1426_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1428_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1429_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1430_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1431_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1433_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1435_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1437_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1438_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1439_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1440_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1442_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1443_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1444_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1445_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1446_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1448_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1449_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1451_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1454_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1455_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1456_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1457_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\145_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1460_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1462_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1463_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1465_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1466_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1468_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1470_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1471_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1473_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1475_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1477_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1479_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1481_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1483_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1484_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1485_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1486_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1488_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1491_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1493_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1495_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1496_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1497_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1498_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1500_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1501_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1504_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1505_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1506_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1508_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1511_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1513_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1514_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1516_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1517_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1519_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1520_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1521_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1524_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1525_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1527_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1528_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1529_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1531_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1532_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1533_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1534_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1535_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1536_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1539_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\153_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1540_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1541_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1543_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1546_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1548_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1549_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1550_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1551_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1552_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1553_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1554_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1555_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1557_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1558_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1559_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1560_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1561_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1565_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1567_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1568_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1570_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1571_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1572_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1573_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1574_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1575_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1576_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1577_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1578_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1579_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1580_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1581_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1582_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1584_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1585_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1586_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1587_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1588_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1589_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1590_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1591_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1592_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1593_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1594_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1596_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1598_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1599_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\15_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1600_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1601_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1602_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1603_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1604_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1605_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1606_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1607_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1608_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1609_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1611_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1612_lsd.jpg,lsd,1,lsd_s1
LSD\Stage1\1614_lsd.jpg,lsd,1,lsd_s1
